FIPS,Admin2,Province_State,Lat,Long_,Combined_Key,vaccine_doses_administered_in_state,white_pop,black_pop,asian_pop,hisp_pop,Population,pop per sq mi,democrat_votes,republican_votes,democrat_percent,republican_percent,confirmed_cases,Country_Region
47173,Union,Tennessee,36.28590426,-83.83651902,"Union, Tennessee, US",2756985,19458,100,30,372,19972,85.5,1249,6803,15.376092576634248,83.749846115967,1824,US
47175,Van Buren,Tennessee,35.69864497,-85.45221699,"Van Buren, Tennessee, US",2756985,5686,60,6,119,5872,20.3,544,2342,18.623758986648408,80.17802122560767,817,US
47177,Warren,Tennessee,35.6728299,-85.77969117,"Warren, Tennessee, US",2756985,38354,1680,352,3895,41277,92.1,3924,11850,24.51121244300081,74.02086326441378,5447,US
47179,Washington,Tennessee,36.29472368,-82.4945472,"Washington, Tennessee, US",2756985,118103,5994,2042,4686,129375,376.7,18638,40444,30.95859010348321,67.1793764430344,13533,US
47181,Wayne,Tennessee,35.23868267,-87.78644456,"Wayne, Tennessee, US",2756985,15247,2088,48,362,16673,23.2,820,5795,12.295696506222823,86.8945868945869,2937,US
47183,Weakley,Tennessee,36.29896232,-88.71990865,"Weakley, Tennessee, US",2756985,29619,2498,424,980,33328,60.3,3020,10396,21.98762286130324,75.68984346559884,3939,US
47185,White,Tennessee,35.92929884,-85.45591799,"White, Tennessee, US",2756985,26125,616,100,773,27345,68.6,2143,9606,18.01597309794031,80.75662042875157,3490,US
47187,Williamson,Tennessee,35.89099229,-86.89281867,"Williamson, Tennessee, US",2756985,210398,10530,12288,11725,238412,314.4,50161,86469,36.08289693272717,62.20075387005812,26668,US
47189,Wilson,Tennessee,36.15496772,-86.29775884,"Wilson, Tennessee, US",11604088,127499,10662,2466,6720,144657,199.7,22254,50296,29.93945916857258,67.66581461052064,17557,US
48001,Anderson,Texas,31.81534745,-95.65354823,"Anderson, Texas, US",11604088,43035,18644,650,10510,57735,55.0,3955,15110,20.57003172621834,78.58740313101367,6071,US
48003,Andrews,Texas,32.30468633,-102.6376548,"Andrews, Texas, US",11604088,17641,424,136,10590,18705,9.9,850,4943,14.497697424526692,84.30837455227699,1739,US
48005,Angelina,Texas,31.25457347,-94.60901487,"Angelina, Texas, US",11604088,70226,12906,892,19700,86715,108.8,9143,25076,26.444727251692026,72.52848961647481,8213,US
48007,Aransas,Texas,28.10556197,-96.9995047,"Aransas, Texas, US",11604088,21841,494,462,6560,23510,91.9,2916,9239,23.726606997558992,75.17493897477624,1202,US
48009,Archer,Texas,33.61569967,-98.68754589,"Archer, Texas, US",11604088,8138,102,32,699,8553,10.0,446,4300,9.299416180150123,89.6580483736447,792,US
48011,Armstrong,Texas,34.96507426,-101.3574874,"Armstrong, Texas, US",11604088,1817,30,4,173,1887,2.1,75,1035,6.744604316546762,93.07553956834532,156,US
48013,Atascosa,Texas,28.89333001,-98.52730485,"Atascosa, Texas, US",11604088,48755,754,316,33163,51153,36.8,5876,12039,32.431835743459544,66.44773153769732,5574,US
48015,Austin,Texas,29.88548725,-96.27736949,"Austin, Texas, US",11604088,26241,2700,234,8355,30032,44.0,2951,11447,20.27621272502405,78.65191699876323,2035,US
48017,Bailey,Texas,34.06854817,-102.8299707,"Bailey, Texas, US",11604088,6445,174,82,4481,7000,8.7,409,1434,21.98924731182796,77.09677419354838,798,US
48019,Bandera,Texas,29.74619598,-99.24598147,"Bandera, Texas, US",11604088,22032,254,100,4565,23112,25.9,2505,10057,19.70114038537161,79.09555642941409,1331,US
48021,Bastrop,Texas,30.10370699,-97.31206354,"Bastrop, Texas, US",11604088,77650,6816,804,35189,88723,83.5,15474,20516,42.20373653347879,55.95527069412246,8867,US
48023,Baylor,Texas,33.61640794,-99.21352901,"Baylor, Texas, US",11604088,3264,106,8,497,3509,4.3,183,1494,10.752056404230318,87.77908343125735,295,US
48025,Bee,Texas,28.41761668,-97.74215593,"Bee, Texas, US",11604088,28689,5212,202,19316,32565,36.2,3288,6006,34.90445859872612,63.75796178343949,3458,US
48027,Bell,Texas,31.03736027,-97.4785025,"Bell, Texas, US",11604088,238591,87652,9360,92760,362924,295.2,57014,67893,44.76074582924436,53.30166830225711,21610,US
48029,Bexar,Texas,29.44928723,-98.52019748,"Bexar, Texas, US",11604088,1688118,173052,60834,1215788,2003554,1383.1,448452,308618,58.17871404144688,40.03772615585002,205777,US
48031,Blanco,Texas,30.26640707,-98.3999852,"Blanco, Texas, US",11604088,11282,258,60,2348,11931,14.8,1911,5443,25.68203198494826,73.14877032656901,701,US
48033,Borden,Texas,32.74363984,-101.4316509,"Borden, Texas, US",11604088,621,12,0,117,654,0.7,16,397,3.8461538461538463,95.4326923076923,31,US
48035,Bosque,Texas,31.89978581,-97.63613524,"Bosque, Texas, US",11604088,17683,464,96,3533,18685,18.5,1561,7469,17.10497479728249,81.84308568923953,1635,US
48037,Bowie,Texas,33.44626922,-94.41834132,"Bowie, Texas, US",11604088,65033,23432,1024,7313,93245,104.6,10747,27116,28.08865424322417,70.87112203026581,6827,US
48039,Brazoria,Texas,29.18757369,-95.44563172,"Brazoria, Texas, US",11604088,280330,57700,24532,118151,374264,230.7,62228,90433,40.151241418469006,58.349894182625306,35579,US
48041,Brazos,Texas,30.6636448,-96.30205577,"Brazos, Texas, US",11604088,182519,24784,15608,60075,229211,332.8,35349,47530,41.5572353957748,55.877546701778726,25189,US
48043,Brewster,Texas,29.81008251,-103.2520326,"Brewster, Texas, US",11604088,8496,186,148,4159,9203,1.5,2258,2461,46.82704272086271,51.03691414350892,911,US
48045,Briscoe,Texas,34.53026962,-101.2084947,"Briscoe, Texas, US",11604088,1438,48,6,386,1546,1.8,78,639,10.758620689655173,88.13793103448276,139,US
48047,Brooks,Texas,27.03103197,-98.21808402,"Brooks, Texas, US",11604088,6843,84,92,6483,7093,7.7,1470,998,59.17874396135265,40.17713365539453,775,US
48049,Brown,Texas,31.77430356,-98.99907113,"Brown, Texas, US",11604088,34986,1700,336,8735,37864,40.3,2107,13698,13.194313983342726,85.77869622393386,4217,US
48051,Burleson,Texas,30.49273808,-96.62158484,"Burleson, Texas, US",11604088,15471,2252,108,3899,18443,26.1,1788,6743,20.768962713439425,78.32500871181321,2323,US
48053,Burnet,Texas,30.78801353,-98.181887,"Burnet, Texas, US",11604088,45360,1082,392,10874,48155,43.0,5639,18767,22.814257393696646,75.92749929198528,4480,US
48055,Caldwell,Texas,29.83668859,-97.61814775,"Caldwell, Texas, US",11604088,38795,3052,452,23488,43664,69.8,6672,8031,44.560208375075135,53.63654578240834,5389,US
48057,Calhoun,Texas,28.47048236,-96.61633945,"Calhoun, Texas, US",11604088,19012,686,1232,10522,21290,42.2,2148,5641,27.342158859470462,71.80498981670061,2154,US
48059,Callahan,Texas,32.29760619,-99.37326312,"Callahan, Texas, US",11604088,13205,248,86,1397,13943,15.1,734,6012,10.743559718969555,87.9976580796253,1168,US
48061,Cameron,Texas,26.14524221,-97.48140372,"Cameron, Texas, US",11604088,410776,3842,3410,380861,423163,456.0,64063,49032,56.10997249811691,42.94497871669557,38584,US
48063,Camp,Texas,32.97195142,-94.97790104,"Camp, Texas, US",11604088,10293,1984,178,3391,13094,63.3,1394,3626,27.549407114624508,71.66007905138339,1206,US
48065,Carson,Texas,35.40365929,-101.3542669,"Carson, Texas, US",11604088,5598,70,26,576,5926,6.7,297,2779,9.513132607303012,89.01345291479821,430,US
48067,Cass,Texas,33.07499881,-94.34646905,"Cass, Texas, US",11604088,24027,4796,142,1431,30026,32.5,2795,11033,20.068930853737346,79.22021971709628,1850,US
48069,Castro,Texas,34.53016752,-102.2617243,"Castro, Texas, US",11604088,7060,226,42,4947,7530,9.0,466,1602,22.371579452712435,76.90830532885262,919,US
48071,Chambers,Texas,29.70972016,-94.67154501,"Chambers, Texas, US",11604088,38395,3692,550,10436,43837,58.8,3997,17353,18.46018843524848,80.14502124515056,4632,US
48073,Cherokee,Texas,31.837258,-95.16559897,"Cherokee, Texas, US",11604088,42750,8234,296,12531,52646,48.3,4210,15101,21.580889891326635,77.40926799261841,4102,US
48075,Childress,Texas,34.5293041,-100.2077916,"Childress, Texas, US",11604088,6271,1350,60,2318,7306,10.1,310,1943,13.602457218078104,85.2566915313734,1325,US
48077,Clay,Texas,33.78686685,-98.20771198,"Clay, Texas, US",11604088,9945,130,26,722,10471,9.9,614,5069,10.689415041782729,88.24860724233984,1023,US
48079,Cochran,Texas,33.60425307,-102.8284499,"Cochran, Texas, US",11604088,2587,132,16,1737,2853,4.0,177,809,17.7,80.9,262,US
48081,Coke,Texas,31.88911733,-100.5297533,"Coke, Texas, US",11604088,3194,44,4,749,3387,3.6,178,1586,10.005621135469363,89.15120854412592,442,US
48083,Coleman,Texas,31.76736834,-99.45240766,"Coleman, Texas, US",11604088,7529,278,76,1434,8175,7.0,451,3641,10.935984481086324,88.28806983511154,737,US
48085,Collin,Texas,33.18820114,-96.57264368,"Collin, Texas, US",11604088,716671,105910,166434,160636,1034730,930.0,230945,252318,47.04944016167674,51.40367032286455,86787,US
48087,Collingsworth,Texas,34.96489496,-100.2700111,"Collingsworth, Texas, US",11604088,2566,170,14,994,2920,3.3,155,1048,12.725779967159278,86.04269293924466,289,US
48089,Colorado,Texas,29.622098,-96.5273805,"Colorado, Texas, US",11604088,17984,2716,134,6589,21493,21.7,2420,7472,24.260651629072683,74.90726817042606,1644,US
48091,Comal,Texas,29.80811278,-98.27647225,"Comal, Texas, US",11604088,145195,4486,1720,43824,156209,193.9,24826,62740,27.928272510462133,70.58002969896053,9697,US
48093,Comanche,Texas,31.94854689,-98.55876441,"Comanche, Texas, US",11604088,13009,180,74,3903,13635,14.9,853,5177,14.015773907328294,85.06408149852119,1520,US
48095,Concho,Texas,31.32635934,-99.86473038,"Concho, Texas, US",11604088,2555,86,86,947,2726,4.2,197,1058,15.53627760252366,83.4384858044164,371,US
48097,Cooke,Texas,33.63979567,-97.21240912,"Cooke, Texas, US",11604088,37941,1618,356,7807,41257,43.9,3210,15596,16.89829437776374,82.10149505158981,3623,US
48099,Coryell,Texas,31.39078397,-97.79936155,"Coryell, Texas, US",11604088,55812,13276,1340,14349,75951,71.7,7565,15438,32.2010811731154,65.71319116332525,7019,US
48101,Cottle,Texas,34.07783319,-100.2785062,"Cottle, Texas, US",11604088,1203,162,0,339,1398,1.7,113,540,17.069486404833835,81.57099697885197,190,US
48103,Crane,Texas,31.43052248,-102.5143314,"Crane, Texas, US",11604088,4423,198,40,3171,4797,5.6,241,1247,16.03459747172322,82.96739853626082,519,US
48105,Crockett,Texas,30.72367027,-101.4134238,"Crockett, Texas, US",11604088,3243,62,28,2286,3464,1.3,344,1220,21.855146124523507,77.50952986022872,575,US
48107,Crosby,Texas,33.61431553,-101.3000364,"Crosby, Texas, US",11604088,5309,230,22,3250,5737,6.7,527,1396,26.984126984126984,71.47977470558115,543,US
48109,Culberson,Texas,31.44506775,-104.5185739,"Culberson, Texas, US",11604088,1968,52,50,1582,2171,0.6,438,415,50.69444444444444,48.032407407407405,355,US
48111,Dallam,Texas,36.27787176,-102.6020725,"Dallam, Texas, US",11604088,6724,226,74,3465,7287,4.5,197,1389,12.243629583592291,86.32691112492232,936,US
48113,Dallas,Texas,32.76670599,-96.7779605,"Dallas, Texas, US",11604088,1754135,575890,175954,1074195,2635516,2718.0,598576,307076,65.09770484957107,33.39583079573335,291589,US
48115,Dawson,Texas,32.74255572,-101.9477242,"Dawson, Texas, US",11604088,11388,1120,148,7400,12728,15.4,808,2951,21.324887833201373,77.88334652942729,1717,US
48123,DeWitt,Texas,29.08101855,-97.3568117,"DeWitt, Texas, US",11604088,17744,2244,80,7291,20160,22.1,1494,6567,18.40354767184036,80.89430894308943,1895,US
48117,Deaf Smith,Texas,34.96522957,-102.6054267,"Deaf Smith, Texas, US",11604088,17447,452,96,13761,18546,12.9,1264,3294,27.418655097613883,71.45336225596529,2689,US
48119,Delta,Texas,33.38570922,-95.66921122,"Delta, Texas, US",11604088,4625,412,32,472,5331,20.4,403,2162,15.547839506172838,83.4104938271605,310,US
48121,Denton,Texas,33.20521901,-97.11691153,"Denton, Texas, US",11604088,670867,91920,83492,173905,887207,754.3,188695,222480,45.146232689896735,53.229464738589925,71976,US
48125,Dickens,Texas,33.61616822,-100.7788855,"Dickens, Texas, US",11604088,1953,204,34,671,2211,2.7,130,853,13.157894736842104,86.33603238866397,164,US
48127,Dimmit,Texas,28.42270064,-99.75645095,"Dimmit, Texas, US",11604088,9693,184,72,8868,10124,7.5,2264,1384,61.75668303327878,37.75231860338244,1770,US
48129,Donley,Texas,34.96517499,-100.8140093,"Donley, Texas, US",11604088,2974,190,16,370,3278,4.0,198,1438,12.014563106796118,87.25728155339806,365,US
48131,Duval,Texas,27.68184592,-98.50864568,"Duval, Texas, US",11604088,10760,246,52,9967,11157,6.6,2575,2443,50.95982584603206,48.34751632693449,1212,US
48133,Eastland,Texas,32.32743996,-98.83243566,"Eastland, Texas, US",11604088,17307,460,112,3121,18360,20.1,983,7237,11.853370312311588,87.26636922705897,1326,US
48135,Ector,Texas,31.86898877,-102.5429428,"Ector, Texas, US",11604088,149786,9358,2050,103988,166223,152.8,11367,32697,25.49169114843803,73.32645601130274,16651,US
48137,Edwards,Texas,29.98202582,-100.304252,"Edwards, Texas, US",11604088,1827,18,14,1069,1932,0.9,168,893,15.75984990619137,83.77110694183865,247,US
48141,El Paso,Texas,31.76980765,-106.2363275,"El Paso, Texas, US",11604088,770763,38670,10692,696115,839238,790.6,178126,84331,66.7816397916987,31.616734588289987,129723,US
48139,Ellis,Texas,32.34894117,-96.79371841,"Ellis, Texas, US",11604088,155369,21798,1374,49705,184826,159.9,27565,56717,32.24240581100207,66.341103950031,22172,US
48143,Erath,Texas,32.23602653,-98.21773417,"Erath, Texas, US",11604088,40093,950,428,9205,42698,35.0,2916,13684,17.299477930707166,81.18177503559563,4078,US
48145,Falls,Texas,31.25350609,-96.93630086,"Falls, Texas, US",11604088,12430,3652,102,4158,17297,23.3,1899,4177,30.963639328224364,68.10696233490951,2028,US
48147,Fannin,Texas,33.59564294,-96.10751083,"Fannin, Texas, US",11604088,31637,3174,270,4247,35514,38.1,2655,12171,17.69174385286866,81.10215232891316,3420,US
48149,Fayette,Texas,29.87788372,-96.92076062,"Fayette, Texas, US",11604088,22969,1542,106,5450,25346,25.8,2661,10171,20.56255312572444,78.59516266130902,2521,US
48151,Fisher,Texas,32.74281316,-100.4019302,"Fisher, Texas, US",11604088,3518,160,20,1080,3830,4.4,352,1448,19.27710843373494,79.29901423877328,292,US
48153,Floyd,Texas,34.07227468,-101.3031546,"Floyd, Texas, US",11604088,5250,246,34,3366,5712,6.5,438,1584,21.481118195193723,77.68513977439922,786,US
48155,Foard,Texas,33.97308618,-99.7767797,"Foard, Texas, US",11604088,1063,50,4,216,1155,1.9,99,445,17.96733212341198,80.76225045372051,120,US
48157,Fort Bend,Texas,29.52704478,-95.77219463,"Fort Bend, Texas, US",11604088,444267,162736,164892,202492,811688,679.5,195552,157718,54.69771813131793,44.11519548884799,63440,US
48159,Franklin,Texas,33.17653242,-95.21917243,"Franklin, Texas, US",11604088,9829,438,108,1616,10725,37.3,804,4161,16.05110800558994,83.07047314833301,707,US
48161,Freestone,Texas,31.70422788,-96.15072516,"Freestone, Texas, US",11604088,15718,3432,180,3169,19717,22.6,1635,6991,18.76937205831707,80.25485018941568,1812,US
48163,Frio,Texas,28.86751206,-99.10804207,"Frio, Texas, US",11604088,18488,1398,970,16216,20306,15.2,2422,2823,45.87990149649555,53.47603712824398,2744,US
48165,Gaines,Texas,32.74055318,-102.6353295,"Gaines, Texas, US",11604088,20394,582,100,9142,21492,11.7,576,5355,9.606404269513009,89.30953969312874,1418,US
48167,Galveston,Texas,29.40167322,-94.90469073,"Galveston, Texas, US",11604088,274585,42788,11014,86852,342139,769.9,58842,93911,37.94789113891397,60.564297691216304,37190,US
48169,Garza,Texas,33.17969345,-101.2984114,"Garza, Texas, US",11604088,5546,590,50,3238,6229,7.2,231,1413,13.974591651542651,85.48094373865699,399,US
48171,Gillespie,Texas,30.31824095,-98.94676915,"Gillespie, Texas, US",11604088,26042,206,126,6429,26988,23.5,3176,12514,20.037854889589905,78.9526813880126,2496,US
48173,Glasscock,Texas,31.86942909,-101.5207776,"Glasscock, Texas, US",11604088,1368,22,2,554,1409,1.4,39,611,5.972434915773354,93.56814701378256,100,US
48175,Goliad,Texas,28.65696592,-97.42760647,"Goliad, Texas, US",11604088,7042,418,40,2744,7658,8.5,877,3085,21.95244055068836,77.2215269086358,434,US
48177,Gonzales,Texas,29.45634206,-97.49424032,"Gonzales, Texas, US",11604088,18506,1648,90,10689,20837,18.6,1948,5627,25.47071129707113,73.57479079497908,2680,US
48179,Gray,Texas,35.40081878,-100.8129222,"Gray, Texas, US",11604088,19662,1886,142,6530,21886,24.3,829,6840,10.65278848625032,87.89514263685429,2054,US
48181,Grayson,Texas,33.62744998,-96.67753461,"Grayson, Texas, US",11604088,119246,8298,2134,19370,136212,129.6,14506,44163,24.390489962000203,74.25597740188991,11068,US
48183,Gregg,Texas,32.47940482,-94.81591935,"Gregg, Texas, US",11604088,92255,24412,1664,23824,123945,445.4,14796,32493,30.83656371139177,67.71914467925471,10891,US
48185,Grimes,Texas,30.54579585,-95.98902499,"Grimes, Texas, US",11604088,23415,5280,118,7132,28880,33.8,2833,9432,22.82100853874657,75.97873368777186,3545,US
48187,Guadalupe,Texas,29.58165339,-97.94786822,"Guadalupe, Texas, US",11604088,142043,15216,2660,64251,166847,184.9,28805,47553,37.110758963655805,61.26463881266185,13926,US
48189,Hale,Texas,34.07044901,-101.8268114,"Hale, Texas, US",11604088,30122,2450,236,20179,33406,36.1,2279,7177,23.77425412059253,74.86960150219069,6077,US
48191,Hall,Texas,34.5307555,-100.6813852,"Hall, Texas, US",11604088,2582,290,12,1041,2964,3.8,168,995,14.37125748502994,85.11548331907613,436,US
48193,Hamilton,Texas,31.70470573,-98.11083887,"Hamilton, Texas, US",11604088,8011,102,68,1135,8461,10.2,641,3616,14.732245460813608,83.10733164789703,755,US
48195,Hansford,Texas,36.27743284,-101.3545796,"Hansford, Texas, US",11604088,5145,64,18,2660,5399,6.1,166,1849,8.109428431851489,90.32730825598436,853,US
48197,Hardeman,Texas,34.28944521,-99.74632408,"Hardeman, Texas, US",11604088,3538,258,20,952,3933,6.0,241,1330,15.253164556962028,84.17721518987342,368,US
48199,Hardin,Texas,30.33364686,-94.38931817,"Hardin, Texas, US",11604088,52718,3114,400,3441,57602,61.3,3474,23858,12.571015017188348,86.33254930341958,5379,US
48201,Harris,Texas,29.85864939,-95.39339521,"Harris, Texas, US",11604088,3278689,882292,336124,2061019,4713325,2402.4,918193,700630,55.95946655875301,42.70004351488099,377720,US
48203,Harrison,Texas,32.54935988,-94.36934071,"Harrison, Texas, US",11604088,49883,13180,490,9078,66553,72.9,7908,21466,26.6110307231551,72.23474778746171,4687,US
48205,Hartley,Texas,35.84008013,-102.6029022,"Hartley, Texas, US",11604088,5025,706,52,1556,5576,4.1,195,1868,9.384023099133785,89.89412897016362,618,US
48207,Haskell,Texas,33.17823584,-99.73037358,"Haskell, Texas, US",11604088,5139,332,64,1619,5658,6.5,353,1840,15.943992773261066,83.10749774164408,439,US
48209,Hays,Texas,30.05669873,-98.02944344,"Hays, Texas, US",11604088,207127,11130,3806,92274,230191,231.7,59524,47680,54.41199323552265,43.58517299693771,19081,US
48211,Hemphill,Texas,35.83764858,-100.2703577,"Hemphill, Texas, US",11604088,3627,26,44,1307,3819,4.2,206,1486,11.976744186046512,86.39534883720931,560,US
48213,Henderson,Texas,32.21128872,-95.85846587,"Henderson, Texas, US",11604088,74305,5340,498,11218,82737,89.9,7060,28911,19.43993171242118,79.60734642178593,5698,US
48215,Hidalgo,Texas,26.39418217,-98.18299696,"Hidalgo, Texas, US",11604088,842429,8722,8914,803455,868707,493.2,128199,90527,58.03906122670723,40.98395537929411,85141,US
48217,Hill,Texas,31.99045053,-97.13423143,"Hill, Texas, US",11604088,32822,2400,202,7779,36649,36.6,2860,11926,19.154778648449536,79.87408746902418,4411,US
48219,Hockley,Texas,33.60771256,-102.3431676,"Hockley, Texas, US",11604088,21360,928,152,11212,23021,25.2,1482,6536,18.296296296296298,80.69135802469137,2428,US
48221,Hood,Texas,32.42990927,-97.83242024,"Hood, Texas, US",11604088,58810,766,458,7898,61643,121.7,5648,26496,17.35656556344304,81.42343505116622,6416,US
48223,Hopkins,Texas,33.14875072,-95.56351139,"Hopkins, Texas, US",11604088,32897,2692,278,6467,37084,45.8,3046,12719,19.107960604729943,79.78796813248856,3030,US
48225,Houston,Texas,31.31925973,-95.42226208,"Houston, Texas, US",11604088,16507,6544,148,2662,22968,19.3,2314,7060,24.51790633608816,74.803983894893,1589,US
48227,Howard,Texas,32.30621324,-101.4356444,"Howard, Texas, US",11604088,32333,3684,550,15906,36664,38.9,2069,8054,20.203105165511182,78.64466360706962,4548,US
48229,Hudspeth,Texas,31.45628381,-105.388178,"Hudspeth, Texas, US",11604088,4406,244,76,3759,4886,0.8,371,779,31.84549356223176,66.86695278969957,509,US
48231,Hunt,Texas,33.12351514,-96.08551032,"Hunt, Texas, US",11604088,85275,7760,1432,17383,98594,102.5,8906,29163,23.07433220198461,75.55768583050497,5498,US
48233,Hutchinson,Texas,35.84006574,-101.3546643,"Hutchinson, Texas, US",11604088,19202,658,148,5038,20938,25.0,965,7681,10.99965804171891,87.55271856833467,1653,US
48235,Irion,Texas,31.30375559,-100.982439,"Irion, Texas, US",11604088,1462,18,8,393,1536,1.5,120,759,13.498312710911136,85.37682789651294,122,US
48237,Jack,Texas,33.23377248,-98.17283469,"Jack, Texas, US",11604088,8298,640,62,1551,8935,9.9,331,3418,8.751983077736647,90.37546271813856,600,US
48239,Jackson,Texas,28.95472367,-96.57749563,"Jackson, Texas, US",11604088,13185,956,164,4947,14760,17.0,1033,5231,16.26003462930899,82.33905241618133,1735,US
48241,Jasper,Texas,30.74685667,-94.02667579,"Jasper, Texas, US",11604088,28763,5508,200,2429,35529,38.0,2954,12542,18.9225546089296,80.34078534366793,2379,US
48243,Jeff Davis,Texas,30.71490589,-104.1399973,"Jeff Davis, Texas, US",11604088,2127,32,14,735,2274,1.0,501,784,38.39080459770115,60.07662835249042,186,US
48245,Jefferson,Texas,29.8832777,-94.16434171,"Jefferson, Texas, US",11604088,148550,84722,10194,55576,251565,287.9,46073,47570,48.62123914351144,50.20103631317342,18918,US
48247,Jim Hogg,Texas,27.04453923,-98.6968187,"Jim Hogg, Texas, US",11604088,5050,50,28,4821,5200,4.7,1197,833,58.79174852652259,40.913555992141454,606,US
48249,Jim Wells,Texas,27.73103938,-98.0904705,"Jim Wells, Texas, US",11604088,39003,556,180,32413,40482,47.2,6119,7453,44.7655278367108,54.52483722291316,4099,US
48251,Johnson,Texas,32.37877812,-97.36615819,"Johnson, Texas, US",11604088,160331,7950,1634,39763,175817,208.3,16464,54628,22.86031657872813,75.85115245765066,19334,US
48253,Jones,Texas,32.73997145,-99.87861576,"Jones, Texas, US",11604088,16640,4746,232,5626,20083,21.8,999,5660,14.819759679572764,83.96380358997182,2711,US
48255,Karnes,Texas,28.90705334,-97.85960149,"Karnes, Texas, US",11604088,13768,2572,72,8803,15601,19.8,1234,3968,23.495811119573496,75.55217060167556,1915,US
48257,Kaufman,Texas,32.5991417,-96.28734728,"Kaufman, Texas, US",11604088,110658,18090,1864,31663,136154,132.4,18405,37624,32.45001586797842,66.33520222856941,15522,US
48259,Kendall,Texas,29.94414155,-98.7113588,"Kendall, Texas, US",11604088,44813,752,566,11659,47431,50.4,6020,20083,22.758203538484803,75.92242552548012,3127,US
48261,Kenedy,Texas,26.92601662,-97.66413984,"Kenedy, Texas, US",11604088,364,24,12,296,404,0.3,65,127,33.50515463917525,65.4639175257732,36,US
48263,Kent,Texas,33.18104136,-100.7780939,"Kent, Texas, US",11604088,717,8,0,149,762,0.9,47,411,10.173160173160174,88.96103896103897,99,US
48265,Kerr,Texas,30.06040006,-99.34930144,"Kerr, Texas, US",11604088,49336,1210,562,14435,52600,45.0,6524,20879,23.514146693097857,75.25319877455398,4341,US
48267,Kimble,Texas,30.48678918,-99.74856473,"Kimble, Texas, US",11604088,4173,48,32,1081,4337,3.7,284,1987,12.390924956369982,86.69284467713787,261,US
48269,King,Texas,33.61643847,-100.2558057,"King, Texas, US",11604088,258,0,0,46,272,0.3,8,151,5.031446540880504,94.9685534591195,12,US
48271,Kinney,Texas,29.34967888,-100.4186638,"Kinney, Texas, US",11604088,3420,100,18,2278,3667,2.6,446,1144,27.822832189644416,71.36618839675609,340,US
48273,Kleberg,Texas,27.42435506,-97.69894948,"Kleberg, Texas, US",11604088,27846,1464,900,22511,30680,36.4,5314,5504,48.5562865497076,50.29239766081871,2522,US
48275,Knox,Texas,33.60519951,-99.7422906,"Knox, Texas, US",11604088,3289,200,12,1276,3664,4.4,265,1180,18.20054945054945,81.04395604395604,269,US
48283,La Salle,Texas,28.34453111,-99.09908775,"La Salle, Texas, US",11604088,7246,128,28,6542,7520,4.6,1052,1335,43.72402327514547,55.48628428927681,1048,US
48277,Lamar,Texas,33.66981763,-95.57404777,"Lamar, Texas, US",11604088,40253,6218,352,4210,49859,54.9,4458,16760,20.790970991511987,78.16435034045331,5760,US
48279,Lamb,Texas,34.06859623,-102.3516289,"Lamb, Texas, US",11604088,11756,564,54,7230,12893,13.8,840,3521,19.047619047619047,79.84126984126985,2041,US
48281,Lampasas,Texas,31.19531316,-98.24206613,"Lampasas, Texas, US",11604088,19246,1016,246,4158,21428,27.6,2144,8086,20.617367054524475,77.75747668045004,2101,US
48285,Lavaca,Texas,29.38508402,-96.93186692,"Lavaca, Texas, US",11604088,18290,1260,86,3950,20154,19.9,1333,8804,13.072472295773268,86.33911934882809,2389,US
48287,Lee,Texas,30.31120597,-96.97045773,"Lee, Texas, US",11604088,14747,2002,102,4217,17239,26.4,1750,6255,21.63966860393224,77.34635835291208,2119,US
48289,Leon,Texas,31.29872538,-95.9936328,"Leon, Texas, US",11604088,15605,1274,90,2617,17404,15.7,1072,7523,12.35877334563062,86.73045884251786,1591,US
48291,Liberty,Texas,30.15152688,-94.81205615,"Liberty, Texas, US",11604088,76345,8070,538,25209,88219,65.3,5785,23302,19.721142701302245,79.43683098111407,7395,US
48293,Limestone,Texas,31.5454767,-96.58095444,"Limestone, Texas, US",11604088,18419,4136,170,5296,23437,25.8,2213,6789,24.33205057724024,74.64540956569545,2689,US
48295,Lipscomb,Texas,36.27783108,-100.2733151,"Lipscomb, Texas, US",11604088,2971,92,12,1114,3233,3.5,131,1205,9.682187730968218,89.06134515890614,305,US
48297,Live Oak,Texas,28.35101362,-98.1246786,"Live Oak, Texas, US",11604088,11233,1070,120,4982,12207,11.1,819,4199,16.20498614958449,83.0827067669173,1117,US
48299,Llano,Texas,30.70645047,-98.68475262,"Llano, Texas, US",11604088,20902,278,96,2358,21795,20.7,2465,10079,19.47077409162717,79.6129541864139,1598,US
48301,Loving,Texas,31.84947612,-103.5818571,"Loving, Texas, US",11604088,160,4,2,23,169,0.1,4,60,6.0606060606060606,90.9090909090909,1,US
48303,Lubbock,Texas,33.61008596,-101.8204789,"Lubbock, Texas, US",11604088,268765,24314,7514,112706,310569,311.3,40017,78861,33.12199442131488,65.27309898441445,48591,US
48305,Lynn,Texas,33.17657705,-101.8162849,"Lynn, Texas, US",11604088,5550,174,20,2783,5951,6.6,428,1853,18.665503706934143,80.81116441343218,611,US
48313,Madison,Texas,30.96694679,-95.93003775,"Madison, Texas, US",11604088,10864,3792,136,3455,14284,29.3,1088,4169,20.53605134012835,78.69007172517931,1925,US
